AnuncioEnderecoCep;FreeformAddress;StreetNumber;StreetName;MunicipalitySubdivision;Municipality;CountrySecondarySubdivision;CountrySubdivision;Country;CountryCode;CountryCodeISO3;PostalCode;Lat;Lon;Score;Type
20766570;Rua Bororó, 20766-570, Rio de Janeiro;;Rua Bororó;Engenho da Rainha;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20766;-22,86377;-43,29286;2.3055999279;Street
20766590;Rua Cherente, 20766-590, Rio de Janeiro;;Rua Cherente;Vila Cosmos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20766;-22,86234;-43,29399;2.3055999279;Street
20766620;Rua Flora Rica, 20766-620, Rio de Janeiro;;Rua Flora Rica;Engenho da Rainha;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20766;-22,86462;-43,29686;2.3055999279;Street
20766650;Rua Pará de Minas, 20766-650, Rio de Janeiro;;Rua Pará de Minas;Engenho da Rainha;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20766;-22,86464;-43,29555;2.3055999279;Street
20766690;Rua Vila Block, 20766-690, Rio de Janeiro;;Rua Vila Block;Engenho da Rainha;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20766;-22,86398;-43,29436;2.3055999279;Street
20766721;Estrada Adhemar Bebiano, Rio de Janeiro;;Estrada Adhemar Bebiano;Engenho da Rainha;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20765, 20766;-22,86539;-43,29495;2.3055999279;Street
20766900;Estrada Adhemar Bebiano, Rio de Janeiro;;Estrada Adhemar Bebiano;Inhaúma;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20765, 20766, 21051, 21061;-22,87355;-43,27872;2.3055999279;Street
20770000;Rua Arquias Cordeiro, Rio de Janeiro;;Rua Arquias Cordeiro;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20710, 20735, 20770, 20775;-22,90193;-43,27763;2.3055999279;Street
20770001;Rua Arquias Cordeiro, 20770-001, Rio de Janeiro;;Rua Arquias Cordeiro;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770, 21380;-22,89555;-43,29128;2.3055999279;Street
20770002;Rua Arquias Cordeiro, 20770-002, Rio de Janeiro;;Rua Arquias Cordeiro;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20735, 20770, 21380;-22,89718;-43,28455;2.3055999279;Street
20770004;Rua Augusto Barbosa, 20770-004, Rio de Janeiro;;Rua Augusto Barbosa;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89559;-43,28646;2.3055999279;Street
20770005;Rua Doutor Ferrari, 20770-005, Rio de Janeiro;;Rua Doutor Ferrari;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89092;-43,28548;2.3055999279;Street
20770006;Rua Doutor Padilha, 20770-006, Rio de Janeiro;;Rua Doutor Padilha;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89372;-43,28971;2.3055999279;Street
20770007;Rua Engenho Novo, 20770-007, Rio de Janeiro;;Rua Engenho Novo;Sampaio;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770, 20960;-22,90133;-43,26312;2.3055999279;Street
20770010;Rua das Oficinas, 20770-010, Rio de Janeiro;;Rua das Oficinas;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89147;-43,29153;2.3055999279;Street
20770060;Rua Henrique Scheid, 20770-060, Rio de Janeiro;;Rua Henrique Scheid;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,88884;-43,28939;2.3055999279;Street
20770061;Avenida Carlos Lacerda, Rio de Janeiro;;Avenida Carlos Lacerda;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20755, 20760, 20770, 20771;-22,88618;-43,29199;2.3055999279;Street
20770062;Avenida Carlos Lacerda, Rio de Janeiro;;Avenida Carlos Lacerda;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20755, 20760, 20770, 20771;-22,88618;-43,29199;2.3055999279;Street
20770070;Rua Sales Guimarães, 20770-070, Rio de Janeiro;;Rua Sales Guimarães;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89086;-43,28934;2.3055999279;Street
20770110;Rua Dona Teresa, 20770-110, Rio de Janeiro;;Rua Dona Teresa;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89466;-43,28924;2.3055999279;Street
20770120;Rua Teixeira Bastos, 20770-120, Rio de Janeiro;;Rua Teixeira Bastos;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89559;-43,28814;2.3055999279;Street
20770130;Rua Piauí, 20770-130, Rio de Janeiro;;Rua Piauí;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89413;-43,28733;2.3055999279;Street
20770140;Rua Gonzaga de Campos, 20770-140, Rio de Janeiro;;Rua Gonzaga de Campos;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,8883;-43,28666;2.3055999279;Street
20770150;Rua São Brás, 20770-150, Rio de Janeiro;;Rua São Brás;Sepetiba;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,97496;-43,68927;2.3055999279;Street
20770160;Rua Conselheiro Agostinho, 20770-160, Rio de Janeiro;;Rua Conselheiro Agostinho;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89092;-43,28548;2.3055999279;Street
20770180;Rua Major Mascarenhas, 20770-180, Rio de Janeiro;;Rua Major Mascarenhas;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,88888;-43,28497;2.3055999279;Street
20770210;Rua Junqueira Freire, 20770-210, Rio de Janeiro;;Rua Junqueira Freire;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89428;-43,2859;2.3055999279;Street
20770230;20770, Sepetiba, Rio de Janeiro;;;Sepetiba, Sampaio, Meier, Engenho Novo, Engenho de dentro, Todos os Santos, Cachambi, Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89161;-43,28761;2.7559998035;Geography
20770240;Rua José Bonifácio, 20770-240, Rio de Janeiro;;Rua José Bonifácio;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89321;-43,28281;2.3055999279;Street
20770250;Travessa José Bonifácio, 20770-250, Rio de Janeiro;;Travessa José Bonifácio;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89451;-43,2839;2.3055999279;Street
20770270;Rua Augusto Nunes, 20770-270, Rio de Janeiro;;Rua Augusto Nunes;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89451;-43,2839;2.3055999279;Street
20770290;Rua Elisa de Albuquerque, 20770-290, Rio de Janeiro;;Rua Elisa de Albuquerque;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,89558;-43,28523;2.3055999279;Street
20770460;Travessa Estevão Silva, 20770-460, Rio de Janeiro;;Travessa Estevão Silva;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20770;-22,88705;-43,27855;2.3055999279;Street
20771000;Avenida Dom Hélder Câmara, Rio de Janeiro;;Avenida Dom Hélder Câmara;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 21050;-22,88105;-43,27158;2.3055999279;Street
20771001;Avenida Dom Hélder Câmara, Rio de Janeiro;;Avenida Dom Hélder Câmara;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 21050;-22,88105;-43,27158;2.3055999279;Street
20771002;Avenida Dom Hélder Câmara, Rio de Janeiro;;Avenida Dom Hélder Câmara;Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20750, 20751, 20755, 20771;-22,88214;-43,29502;2.3055999279;Street
20771003;Avenida Dom Hélder Câmara, Rio de Janeiro;;Avenida Dom Hélder Câmara;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 21050;-22,88105;-43,27158;2.3055999279;Street
20771004;Avenida Dom Hélder Câmara, Rio de Janeiro;;Avenida Dom Hélder Câmara;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88722;-43,28155;2.3055999279;Street
20771005;Avenida Dom Hélder Câmara, Rio de Janeiro;;Avenida Dom Hélder Câmara;Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20750, 20751, 20755, 20771;-22,88214;-43,29502;2.3055999279;Street
20771010;Rua Alfredo de Souza Mendes, 20771-010, Rio de Janeiro;;Rua Alfredo de Souza Mendes;Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88161;-43,29352;2.3055999279;Street
20771020;Rua Fernão Cardim, 20771-020, Rio de Janeiro;;Rua Fernão Cardim;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88433;-43,28591;2.3055999279;Street
20771030;Rua Ibiraci, 20771-030, Rio de Janeiro;;Rua Ibiraci;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88557;-43,28612;2.3055999279;Street
20771035;Avenida Dom Hélder Câmara, Rio de Janeiro;;Avenida Dom Hélder Câmara;Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20750, 20751, 20755, 20771;-22,88214;-43,29502;2.3055999279;Street
20771040;Rua Gandavo, 20771-040, Rio de Janeiro;;Rua Gandavo;Engenho de dentro;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88509;-43,28634;2.3055999279;Street
20771120;20771, Irajá, Rio de Janeiro;;;Irajá, Higienópolis, Vila Cosmos, Del Castilho, Inhaúma, Caju, Meier, Engenho da Rainha, Pedra de Guaratiba, Engenho de dentro, Todos os Santos, Cachambi, Vicente de Carvalho, Maria da Graça, Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88745;-43,28425;2.7559998035;Geography
20771260;20771, Irajá, Rio de Janeiro;;;Irajá, Higienópolis, Vila Cosmos, Del Castilho, Inhaúma, Caju, Meier, Engenho da Rainha, Pedra de Guaratiba, Engenho de dentro, Todos os Santos, Cachambi, Vicente de Carvalho, Maria da Graça, Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88745;-43,28425;2.7559998035;Geography
20771310;Rua Vasco da Gama, 20771-310, Rio de Janeiro;;Rua Vasco da Gama;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88883;-43,28242;2.3055999279;Street
20771320;Rua Odorico Mendes, 20771-320, Rio de Janeiro;;Rua Odorico Mendes;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88883;-43,28242;2.3055999279;Street
20771330;Rua Menezes Vieira, 20771-330, Rio de Janeiro;;Rua Menezes Vieira;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,89014;-43,28032;2.3055999279;Street
20771340;Rua Itamaracá, 20771-340, Rio de Janeiro;;Rua Itamaracá;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,8847;-43,27632;2.3055999279;Street
20771360;Rua Vlaminck, 20771-360, Rio de Janeiro;;Rua Vlaminck;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88388;-43,27458;2.3055999279;Street
20771370;Rua Rodin, 20771-370, Rio de Janeiro;;Rua Rodin;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88449;-43,27312;2.3055999279;Street
20771380;Rua Sisley, 20771-380, Rio de Janeiro;;Rua Sisley;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88449;-43,27312;2.3055999279;Street
20771410;Rua Cirne Maia, 20771-410, Rio de Janeiro;;Rua Cirne Maia;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,89191;-43,28112;2.3055999279;Street
20771420;Rua Honório, Rio de Janeiro;;Rua Honório;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88828;-43,27723;2.3055999279;Street
20771421;Rua Honório, Rio de Janeiro;;Rua Honório;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88828;-43,27723;2.3055999279;Street
20771445;Rua Tenente França, 20771-445, Rio de Janeiro;;Rua Tenente França;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88986;-43,27841;2.3055999279;Street
20771450;Rua Silva Mourão, 20771-450, Rio de Janeiro;;Rua Silva Mourão;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88955;-43,27905;2.3055999279;Street
20771470;Rua Chaves Pinheiro, 20771-470, Rio de Janeiro;;Rua Chaves Pinheiro;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88576;-43,27822;2.3055999279;Street
20771490;Rua Bamboré, 20771-490, Rio de Janeiro;;Rua Bamboré;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88226;-43,27235;2.3055999279;Street
20771500;Rua Genésio de Barros, 20771-500, Rio de Janeiro;;Rua Genésio de Barros;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88205;-43,27172;2.3055999279;Street
20771540;Rua Corot, 20771-540, Rio de Janeiro;;Rua Corot;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88297;-43,27427;2.3055999279;Street
20771550;Rua Utrillo, 20771-550, Rio de Janeiro;;Rua Utrillo;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88238;-43,27456;2.3055999279;Street
20771560;Rua Rouault, 20771-560, Rio de Janeiro;;Rua Rouault;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88247;-43,2768;2.3055999279;Street
20771580;Rua Degas, 20771-580, Rio de Janeiro;;Rua Degas;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88517;-43,2829;2.3055999279;Street
20771590;Avenida Segal, 20771-590, Rio de Janeiro;;Avenida Segal;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,8817;-43,27811;2.3055999279;Street
20771600;Rua Cezanne, 20771-600, Rio de Janeiro;;Rua Cezanne;Del Castilho;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88194;-43,276;2.3055999279;Street
20771631;Rua Cachambi, Rio de Janeiro;;Rua Cachambi;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 20775;-22,88872;-43,27477;2.3055999279;Street
20771632;Rua Cachambi, Rio de Janeiro;;Rua Cachambi;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 20775;-22,88872;-43,27477;2.3055999279;Street
20771970;20771, Irajá, Rio de Janeiro;;;Irajá, Higienópolis, Vila Cosmos, Del Castilho, Inhaúma, Caju, Meier, Engenho da Rainha, Pedra de Guaratiba, Engenho de dentro, Todos os Santos, Cachambi, Vicente de Carvalho, Maria da Graça, Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771;-22,88745;-43,28425;2.7559998035;Geography
20775000;Rua Getúlio, Rio de Janeiro;;Rua Getúlio;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 20775;-22,8902;-43,27692;2.3055999279;Street
20775001;Rua Getúlio, Rio de Janeiro;;Rua Getúlio;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 20775;-22,8902;-43,27692;2.3055999279;Street
20775010;Rua Guarabira, 20775-010, Rio de Janeiro;;Rua Guarabira;Todos os Santos;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89354;-43,28038;2.3055999279;Street
20775020;Rua Padre Ildefonso Penalba, 20775-020, Rio de Janeiro;;Rua Padre Ildefonso Penalba;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89545;-43,2788;2.3055999279;Street
20775030;Rua Salvador Pires, 20775-030, Rio de Janeiro;;Rua Salvador Pires;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89426;-43,27795;2.3055999279;Street
20775040;Rua Castro Alves, 20775-040, Rio de Janeiro;;Rua Castro Alves;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89797;-43,27826;2.3055999279;Street
20775050;Rua Coração de Maria, 20775-050, Rio de Janeiro;;Rua Coração de Maria;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89691;-43,27865;2.3055999279;Street
20775065;Rua Santa Fé, 20775-065, Rio de Janeiro;;Rua Santa Fé;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89954;-43,27829;2.3055999279;Street
20775070;Rua Visconde de Tocantins, 20775-070, Rio de Janeiro;;Rua Visconde de Tocantins;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89685;-43,28093;2.3055999279;Street
20775080;Rua Tenente Costa, 20775-080, Rio de Janeiro;;Rua Tenente Costa;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89615;-43,27618;2.3055999279;Street
20775090;Rua Aristides Cairé, 20775-090, Rio de Janeiro;;Rua Aristides Cairé;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89798;-43,27686;2.3055999279;Street
20775100;Rua Rio Grande do Sul, 20775-100, Rio de Janeiro;;Rua Rio Grande do Sul;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89821;-43,27546;2.3055999279;Street
20775110;Rua Mossoró, 20775-110, Rio de Janeiro;;Rua Mossoró;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89754;-43,27481;2.3055999279;Street
20775120;Rua Enéas Galvão, 20775-120, Rio de Janeiro;;Rua Enéas Galvão;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89733;-43,27398;2.3055999279;Street
20775140;Rua Capitão Jesus, 20775-140, Rio de Janeiro;;Rua Capitão Jesus;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,8946;-43,27551;2.3055999279;Street
20775150;Praça Avaí, 20775-150, Rio de Janeiro;;Praça Avaí;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89266;-43,27627;2.3055999279;Street
20775160;Rua Odilon Araújo, 20775-160, Rio de Janeiro;;Rua Odilon Araújo;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89318;-43,27399;2.3055999279;Street
20775170;Rua Garcia Redondo, 20775-170, Rio de Janeiro;;Rua Garcia Redondo;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89092;-43,27571;2.3055999279;Street
20775181;Rua Cachambi, Rio de Janeiro;;Rua Cachambi;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 20775;-22,88872;-43,27477;2.3055999279;Street
20775182;Rua Cachambi, Rio de Janeiro;;Rua Cachambi;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20771, 20775;-22,88872;-43,27477;2.3055999279;Street
20775971;20775, Meier, Rio de Janeiro;;;Meier, Todos os Santos, Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20775;-22,89573;-43,27786;2.7559998035;Geography
20780000;Rua Carolina Méier, 20780-000, Rio de Janeiro;;Rua Carolina Méier;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90138;-43,27609;2.3055999279;Street
20780010;Rua Frederico Méier, 20780-010, Rio de Janeiro;;Rua Frederico Méier;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90146;-43,27689;2.3055999279;Street
20780020;Rua Lucídio Lago, 20780-020, Rio de Janeiro;;Rua Lucídio Lago;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90039;-43,27593;2.3055999279;Street
20780030;Rua Padre André Moreira, 20780-030, Rio de Janeiro;;Rua Padre André Moreira;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90178;-43,27478;2.3055999279;Street
20780040;Praça Caçada, 20780-040, Rio de Janeiro;;Praça Caçada;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89899;-43,27547;2.3055999279;Street
20780050;Rua Torres Sobrinho, 20780-050, Rio de Janeiro;;Rua Torres Sobrinho;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,8986;-43,27336;2.3055999279;Street
20780060;Rua Miguel Fernandes, 20780-060, Rio de Janeiro;;Rua Miguel Fernandes;Engenho Novo;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89872;-43,27173;2.3055999279;Street
20780070;Rua Soares, 20780-070, Rio de Janeiro;;Rua Soares;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90189;-43,27349;2.3055999279;Street
20780080;Rua Engenheiro Julião Castelo, 20780-080, Rio de Janeiro;;Rua Engenheiro Julião Castelo;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,9003;-43,27383;2.3055999279;Street
20780100;Travessa Teixeira, 20780-100, Rio de Janeiro;;Travessa Teixeira;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90159;-43,27248;2.3055999279;Street
20780110;Rua Martins Lage, 20780-110, Rio de Janeiro;;Rua Martins Lage;Engenho Novo;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90097;-43,27165;2.3055999279;Street
20780120;Rua Frei Fabiano, 20780-120, Rio de Janeiro;;Rua Frei Fabiano;Engenho Novo;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90172;-43,27094;2.3055999279;Street
20780130;Rua Felipo Cavalcânti, 20780-130, Rio de Janeiro;;Rua Felipo Cavalcânti;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90303;-43,27458;2.3055999279;Street
20780140;Rua Marquês de Leão, 20780-140, Rio de Janeiro;;Rua Marquês de Leão;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,90227;-43,27183;2.3055999279;Street
20780150;Rua Vaz de Toledo, 20780-150, Rio de Janeiro;;Rua Vaz de Toledo;Engenho Novo;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89915;-43,26971;2.3055999279;Street
20780180;Rua Visconde de Itabaiana, 20780-180, Rio de Janeiro;;Rua Visconde de Itabaiana;Engenho Novo;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89857;-43,2674;2.3055999279;Street
20780190;Rua Capitão Rezende, 20780-190, Rio de Janeiro;;Rua Capitão Rezende;Meier;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89718;-43,27199;2.3055999279;Street
20780200;Rua Ferreira de Andrade, 20780-200, Rio de Janeiro;;Rua Ferreira de Andrade;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89171;-43,27137;2.3055999279;Street
20780220;Rua Baldraco, 20780-220, Rio de Janeiro;;Rua Baldraco;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,8945;-43,27089;2.3055999279;Street
20780230;Rua Hermínia, 20780-230, Rio de Janeiro;;Rua Hermínia;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89339;-43,27293;2.3055999279;Street
20780240;Rua Rocha Pita, 20780-240, Rio de Janeiro;;Rua Rocha Pita;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89171;-43,27296;2.3055999279;Street
20780250;Rua Manoel Alves, 20780-250, Rio de Janeiro;;Rua Manoel Alves;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89625;-43,27032;2.3055999279;Street
20780260;Rua Engenheiro Gastão Lobão, 20780-260, Rio de Janeiro;;Rua Engenheiro Gastão Lobão;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89681;-43,26944;2.3055999279;Street
20780270;Rua Monte Pascoal, 20780-270, Rio de Janeiro;;Rua Monte Pascoal;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89529;-43,27195;2.3055999279;Street
20780280;Rua Oito de Setembro, 20780-280, Rio de Janeiro;;Rua Oito de Setembro;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89491;-43,26963;2.3055999279;Street
20780290;Rua Cristiânia, 20780-290, Rio de Janeiro;;Rua Cristiânia;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,8945;-43,27089;2.3055999279;Street
20780300;Viaduto Cristóvão Colombo, 20780-300, Rio de Janeiro;;Viaduto Cristóvão Colombo;Pilares;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,88073;-43,28927;2.3055999279;Street
20780310;Rua Silveira Lobo, 20780-310, Rio de Janeiro;;Rua Silveira Lobo;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89288;-43,26672;2.3055999279;Street
20780320;Rua Álvares Cabral, 20780-320, Rio de Janeiro;;Rua Álvares Cabral;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,8934;-43,26954;2.3055999279;Street
20780330;Rua Vaz de Caminha, 20780-330, Rio de Janeiro;;Rua Vaz de Caminha;Cachambi;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,8943;-43,26764;2.3055999279;Street
20780340;Rua Peçanha da Silva, 20780-340, Rio de Janeiro;;Rua Peçanha da Silva;Engenho Novo;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89374;-43,26525;2.3055999279;Street
20780350;Travessa Peçanha da Silva, 20780-350, Rio de Janeiro;;Travessa Peçanha da Silva;Engenho Novo;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,89309;-43,26415;2.3055999279;Street
20780360;Rua Dias Braga, 20780-360, Rio de Janeiro;;Rua Dias Braga;Engenho Novo;Rio de Janeiro;;Rio de Janeiro;Brasil;BR;BRA;20780;-22,8936;-43,26493;2.3055999279;Street
